timestamp,stephansplatz,eppendorf,wandsbek,altona,st-georg,niendorf,jungfernstieg,neustadt
2023-02-10 13:25:00+01:00,19.0,19.0,25.0,17.0,14.0,14.0,19.0,19.0
2023-02-10 14:22:00+01:00,18.0,20.0,24.0,14.0,13.0,11.0,22.0,11.0
2023-02-10 15:13:00+01:00,24.0,17.0,27.0,15.0,15.0,14.0,19.0,12.0
2023-02-10 16:15:00+01:00,28.0,24.0,32.0,21.0,20.0,23.0,29.0,18.0
2023-02-10 17:18:00+01:00,43.0,34.0,31.0,28.0,23.0,22.0,35.0,30.0
2023-02-10 18:14:00+01:00,52.0,42.0,38.0,33.0,35.0,25.0,35.0,36.0
2023-02-10 19:17:00+01:00,49.0,47.0,38.0,41.0,37.0,25.0,33.0,36.0
2023-02-10 20:12:00+01:00,36.0,34.0,37.0,39.0,31.0,22.0,26.0,29.0
2023-02-10 21:14:00+01:00,28.0,22.0,23.0,22.0,20.0,12.0,16.0,16.0
2023-02-10 22:13:00+01:00,0.0,10.0,4.0,7.0,11.0,0.0,0.0,0.0
2023-02-10 23:14:00+01:00,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0
2023-02-11 00:14:00+01:00,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2023-02-11 02:00:00+01:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-02-11 03:19:00+01:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-02-11 04:15:00+01:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-02-11 05:17:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-11 06:13:00+01:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-02-11 07:16:00+01:00,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2023-02-11 08:12:00+01:00,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2023-02-11 09:16:00+01:00,6.0,8.0,0.0,6.0,9.0,3.0,0.0,0.0
2023-02-11 10:13:00+01:00,17.0,18.0,9.0,12.0,14.0,13.0,4.0,4.0
2023-02-11 11:13:00+01:00,24.0,32.0,29.0,16.0,19.0,17.0,10.0,10.0
2023-02-11 12:12:00+01:00,29.0,32.0,29.0,21.0,23.0,23.0,14.0,13.0
2023-02-11 13:23:00+01:00,26.0,26.0,28.0,21.0,17.0,22.0,21.0,15.0
2023-02-11 14:18:00+01:00,25.0,25.0,37.0,21.0,18.0,18.0,18.0,16.0
2023-02-11 15:12:00+01:00,23.0,19.0,31.0,17.0,17.0,17.0,17.0,15.0
2023-02-11 16:14:00+01:00,20.0,16.0,28.0,17.0,18.0,13.0,19.0,14.0
2023-02-11 17:16:00+01:00,20.0,19.0,22.0,25.0,15.0,15.0,19.0,9.0
2023-02-11 18:12:00+01:00,20.0,18.0,26.0,25.0,8.0,15.0,12.0,9.0
2023-02-11 19:16:00+01:00,19.0,19.0,23.0,23.0,11.0,13.0,11.0,12.0
2023-02-11 20:11:00+01:00,14.0,17.0,19.0,15.0,9.0,0.0,0.0,1.0
2023-02-11 21:14:00+01:00,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0
2023-02-11 22:12:00+01:00,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
2023-02-11 23:13:00+01:00,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
2023-02-12 00:13:00+01:00,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2023-02-12 02:09:00+01:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-02-12 03:46:00+01:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-02-12 04:17:00+01:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-02-12 05:16:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-12 06:13:00+01:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-02-12 07:16:00+01:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-02-12 08:12:00+01:00,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2023-02-12 09:16:00+01:00,6.0,10.0,0.0,5.0,6.0,4.0,0.0,0.0
2023-02-12 10:13:00+01:00,16.0,25.0,15.0,10.0,10.0,21.0,3.0,5.0
2023-02-12 11:14:00+01:00,18.0,32.0,35.0,17.0,9.0,28.0,12.0,20.0
2023-02-12 12:12:00+01:00,29.0,32.0,33.0,24.0,14.0,32.0,18.0,20.0
2023-02-12 13:24:00+01:00,28.0,31.0,36.0,24.0,19.0,30.0,21.0,24.0
2023-02-12 14:18:00+01:00,30.0,31.0,37.0,25.0,22.0,24.0,24.0,20.0
2023-02-12 15:12:00+01:00,27.0,28.0,41.0,23.0,22.0,25.0,21.0,18.0
2023-02-12 16:13:00+01:00,33.0,26.0,39.0,25.0,20.0,24.0,23.0,19.0
2023-02-12 17:17:00+01:00,38.0,28.0,33.0,22.0,17.0,22.0,20.0,19.0
2023-02-12 18:12:00+01:00,32.0,30.0,32.0,25.0,15.0,17.0,19.0,13.0
2023-02-12 19:16:00+01:00,30.0,28.0,25.0,20.0,16.0,14.0,12.0,12.0
2023-02-12 20:11:00+01:00,21.0,20.0,19.0,22.0,13.0,4.0,5.0,6.0
2023-02-12 21:14:00+01:00,0.0,0.0,0.0,8.0,12.0,0.0,2.0,0.0
2023-02-12 22:12:00+01:00,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0
2023-02-12 23:13:00+01:00,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
2023-02-13 00:14:00+01:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-02-13 02:07:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-13 03:46:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-13 04:19:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-13 05:17:00+01:00,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2023-02-13 06:14:00+01:00,6.0,100.0,0.0,0.0,9.0,0.0,3.0,0.0
2023-02-13 07:18:00+01:00,15.0,10.0,9.0,4.0,11.0,3.0,8.0,12.0
2023-02-13 08:14:00+01:00,14.0,16.0,14.0,5.0,10.0,6.0,13.0,18.0
2023-02-13 09:19:00+01:00,12.0,11.0,17.0,11.0,6.0,9.0,12.0,22.0
2023-02-13 10:15:00+01:00,14.0,9.0,20.0,15.0,6.0,12.0,10.0,12.0
2023-02-13 11:16:00+01:00,11.0,7.0,24.0,18.0,9.0,11.0,14.0,6.0
2023-02-13 12:12:00+01:00,17.0,11.0,28.0,19.0,14.0,12.0,17.0,10.0
2023-02-13 13:26:00+01:00,23.0,15.0,24.0,18.0,11.0,12.0,21.0,14.0
2023-02-13 14:23:00+01:00,17.0,16.0,22.0,15.0,13.0,15.0,19.0,10.0
2023-02-13 15:13:00+01:00,19.0,13.0,22.0,17.0,10.0,12.0,19.0,11.0
2023-02-13 16:15:00+01:00,20.0,19.0,30.0,19.0,20.0,14.0,21.0,16.0
2023-02-13 17:19:00+01:00,33.0,31.0,41.0,24.0,31.0,23.0,32.0,27.0
2023-02-13 18:15:00+01:00,53.0,52.0,62.0,31.0,37.0,37.0,48.0,37.0
2023-02-13 19:18:00+01:00,57.0,100.0,62.0,38.0,42.0,39.0,53.0,36.0
2023-02-13 20:12:00+01:00,50.0,40.0,46.0,34.0,37.0,25.0,45.0,28.0
2023-02-13 21:27:00+01:00,23.0,26.0,34.0,26.0,19.0,14.0,20.0,14.0
2023-02-13 22:13:00+01:00,0.0,16.0,17.0,19.0,12.0,6.0,0.0,1.0
2023-02-14 00:19:00+01:00,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
2023-02-14 02:07:00+01:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-02-14 03:47:00+01:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-02-14 04:18:00+01:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-02-14 05:17:00+01:00,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2023-02-14 06:14:00+01:00,6.0,2.0,0.0,0.0,6.0,0.0,5.0,0.0
2023-02-14 07:18:00+01:00,17.0,12.0,9.0,7.0,8.0,3.0,15.0,12.0
2023-02-14 08:14:00+01:00,13.0,13.0,19.0,7.0,6.0,3.0,17.0,11.0
2023-02-14 09:18:00+01:00,12.0,14.0,16.0,11.0,5.0,11.0,11.0,3.0
2023-02-14 11:16:00+01:00,11.0,16.0,21.0,13.0,6.0,12.0,11.0,6.0
2023-02-14 12:13:00+01:00,14.0,11.0,24.0,12.0,13.0,11.0,14.0,13.0
2023-02-14 13:28:00+01:00,18.0,13.0,14.0,15.0,14.0,11.0,24.0,12.0
2023-02-14 14:25:00+01:00,16.0,13.0,17.0,17.0,14.0,11.0,20.0,13.0
2023-02-14 15:14:00+01:00,15.0,10.0,24.0,14.0,13.0,13.0,19.0,16.0
2023-02-14 19:18:00+01:00,51.0,40.0,51.0,37.0,38.0,28.0,54.0,57.0
2023-02-14 20:12:00+01:00,42.0,38.0,37.0,38.0,29.0,24.0,48.0,58.0
2023-02-14 21:15:00+01:00,27.0,27.0,25.0,23.0,18.0,16.0,21.0,34.0
2023-02-14 22:21:00+01:00,0.0,9.0,8.0,10.0,10.0,5.0,9.0,11.0
2023-02-15 00:15:00+01:00,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
2023-02-15 02:07:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-15 03:48:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-15 04:19:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-15 05:18:00+01:00,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2023-02-15 06:14:00+01:00,5.0,2.0,0.0,0.0,8.0,0.0,5.0,0.0
2023-02-15 07:18:00+01:00,16.0,8.0,7.0,7.0,11.0,4.0,12.0,11.0
2023-02-15 08:23:00+01:00,16.0,11.0,16.0,11.0,7.0,9.0,13.0,11.0
2023-02-15 09:25:00+01:00,11.0,13.0,16.0,12.0,6.0,13.0,10.0,4.0
2023-02-15 11:16:00+01:00,12.0,13.0,23.0,13.0,8.0,10.0,11.0,6.0
2023-02-15 12:13:00+01:00,15.0,13.0,21.0,12.0,8.0,8.0,16.0,10.0
2023-02-15 13:27:00+01:00,24.0,15.0,21.0,12.0,14.0,10.0,21.0,15.0
2023-02-15 14:24:00+01:00,23.0,13.0,18.0,11.0,14.0,10.0,18.0,13.0
2023-02-15 15:14:00+01:00,22.0,14.0,20.0,10.0,13.0,11.0,15.0,11.0
2023-02-15 16:15:00+01:00,25.0,16.0,24.0,13.0,18.0,13.0,16.0,9.0
2023-02-15 17:20:00+01:00,30.0,25.0,42.0,22.0,26.0,26.0,24.0,18.0
2023-02-15 18:13:00+01:00,40.0,100.0,61.0,32.0,37.0,36.0,39.0,40.0
2023-02-15 19:17:00+01:00,49.0,53.0,62.0,40.0,40.0,34.0,52.0,43.0
2023-02-15 20:13:00+01:00,42.0,43.0,51.0,35.0,35.0,27.0,41.0,33.0
2023-02-15 21:15:00+01:00,33.0,32.0,36.0,25.0,19.0,18.0,17.0,23.0
2023-02-15 22:13:00+01:00,0.0,15.0,14.0,14.0,10.0,4.0,8.0,4.0
2023-02-16 00:15:00+01:00,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
2023-02-16 02:07:00+01:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-02-16 03:46:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-16 04:18:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-16 05:29:00+01:00,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2023-02-16 06:14:00+01:00,5.0,2.0,0.0,0.0,6.0,0.0,3.0,0.0
2023-02-16 07:18:00+01:00,15.0,9.0,6.0,3.0,10.0,3.0,9.0,11.0
2023-02-16 08:14:00+01:00,15.0,8.0,13.0,5.0,8.0,7.0,10.0,8.0
2023-02-16 09:21:00+01:00,13.0,9.0,13.0,8.0,7.0,12.0,8.0,4.0
2023-02-16 10:19:00+01:00,15.0,11.0,19.0,11.0,9.0,13.0,5.0,6.0
2023-02-16 11:16:00+01:00,15.0,9.0,20.0,12.0,8.0,10.0,7.0,9.0
2023-02-16 12:12:00+01:00,15.0,9.0,21.0,14.0,9.0,13.0,10.0,11.0
2023-02-16 13:27:00+01:00,19.0,12.0,15.0,13.0,12.0,13.0,14.0,10.0
2023-02-16 14:28:00+01:00,18.0,11.0,18.0,15.0,14.0,11.0,13.0,12.0
2023-02-16 15:14:00+01:00,17.0,11.0,25.0,15.0,13.0,11.0,16.0,12.0
2023-02-16 16:15:00+01:00,23.0,15.0,29.0,15.0,14.0,11.0,17.0,17.0
2023-02-16 17:19:00+01:00,30.0,19.0,37.0,19.0,25.0,22.0,24.0,21.0
2023-02-16 18:13:00+01:00,45.0,38.0,42.0,27.0,28.0,30.0,36.0,34.0
2023-02-16 19:16:00+01:00,47.0,42.0,43.0,30.0,35.0,31.0,39.0,38.0
2023-02-16 20:10:00+01:00,40.0,30.0,44.0,31.0,36.0,27.0,35.0,26.0
2023-02-16 21:15:00+01:00,25.0,16.0,27.0,22.0,21.0,20.0,19.0,12.0
2023-02-16 22:13:00+01:00,10.0,7.0,4.0,12.0,11.0,0.0,7.0,0.0
2023-02-16 23:14:00+01:00,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
2023-02-17 00:15:00+01:00,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2023-02-17 02:09:00+01:00,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-17 03:50:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-17 04:20:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-17 05:17:00+01:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-02-17 06:14:00+01:00,5.0,3.0,0.0,0.0,6.0,0.0,2.0,0.0
2023-02-17 07:19:00+01:00,16.0,14.0,12.0,5.0,9.0,5.0,8.0,8.0
2023-02-17 08:16:00+01:00,17.0,13.0,19.0,7.0,11.0,7.0,9.0,9.0
2023-02-17 09:18:00+01:00,10.0,100.0,16.0,13.0,7.0,14.0,5.0,4.0
2023-02-17 10:15:00+01:00,10.0,11.0,17.0,17.0,9.0,15.0,5.0,6.0
2023-02-17 11:45:00+01:00,11.0,11.0,24.0,15.0,9.0,13.0,12.0,8.0
2023-02-17 12:23:00+01:00,14.0,16.0,26.0,15.0,13.0,11.0,17.0,13.0
2023-02-17 13:32:00+01:00,18.0,16.0,26.0,17.0,13.0,8.0,17.0,13.0
2023-02-17 14:22:00+01:00,21.0,15.0,28.0,17.0,14.0,10.0,16.0,11.0
2023-02-17 15:14:00+01:00,25.0,13.0,26.0,17.0,13.0,17.0,16.0,15.0
2023-02-17 16:14:00+01:00,30.0,17.0,37.0,19.0,20.0,19.0,18.0,20.0
2023-02-17 17:19:00+01:00,38.0,32.0,39.0,20.0,19.0,21.0,31.0,33.0
2023-02-17 18:13:00+01:00,43.0,40.0,39.0,26.0,28.0,23.0,37.0,35.0
2023-02-17 19:18:00+01:00,44.0,38.0,44.0,34.0,30.0,21.0,35.0,24.0
2023-02-17 20:23:00+01:00,38.0,25.0,38.0,30.0,23.0,19.0,23.0,25.0
2023-02-17 21:15:00+01:00,27.0,14.0,24.0,16.0,15.0,13.0,11.0,16.0
2023-02-17 22:13:00+01:00,11.0,7.0,4.0,0.0,11.0,0.0,1.0,8.0
2023-02-17 23:14:00+01:00,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0
2023-02-18 00:14:00+01:00,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
2023-02-18 02:06:00+01:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-02-18 03:42:00+01:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-02-18 04:15:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-18 06:13:00+01:00,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2023-02-18 07:17:00+01:00,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2023-02-18 08:13:00+01:00,0.0,100.0,0.0,0.0,2.0,0.0,0.0,0.0
2023-02-18 09:19:00+01:00,5.0,10.0,0.0,6.0,9.0,6.0,0.0,0.0
2023-02-18 10:13:00+01:00,15.0,16.0,14.0,13.0,15.0,17.0,2.0,6.0
2023-02-18 11:14:00+01:00,23.0,28.0,30.0,20.0,17.0,21.0,8.0,13.0
2023-02-18 12:15:00+01:00,26.0,30.0,38.0,23.0,17.0,24.0,16.0,16.0
2023-02-18 13:24:00+01:00,24.0,27.0,35.0,23.0,19.0,19.0,18.0,18.0
2023-02-18 15:12:00+01:00,20.0,21.0,31.0,17.0,20.0,15.0,21.0,12.0
2023-02-18 16:13:00+01:00,19.0,17.0,31.0,14.0,16.0,17.0,16.0,11.0
2023-02-18 17:19:00+01:00,18.0,18.0,25.0,20.0,13.0,16.0,21.0,10.0
2023-02-18 18:13:00+01:00,18.0,16.0,26.0,24.0,14.0,17.0,19.0,12.0
2023-02-18 19:16:00+01:00,19.0,19.0,23.0,21.0,18.0,14.0,14.0,9.0
2023-02-18 20:11:00+01:00,16.0,15.0,12.0,16.0,16.0,3.0,7.0,2.0
2023-02-18 21:15:00+01:00,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-02-18 22:12:00+01:00,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
2023-02-18 23:27:00+01:00,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
2023-02-19 00:14:00+01:00,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2023-02-19 02:07:00+01:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-02-19 03:48:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-19 04:18:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-19 05:16:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-19 06:13:00+01:00,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2023-02-19 07:17:00+01:00,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2023-02-19 08:12:00+01:00,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2023-02-19 09:17:00+01:00,6.0,11.0,0.0,5.0,7.0,7.0,0.0,0.0
2023-02-19 10:14:00+01:00,11.0,25.0,17.0,12.0,10.0,21.0,5.0,6.0
2023-02-19 11:14:00+01:00,16.0,29.0,38.0,24.0,6.0,28.0,12.0,15.0
2023-02-19 12:11:00+01:00,25.0,29.0,37.0,32.0,14.0,32.0,22.0,25.0
2023-02-19 13:24:00+01:00,31.0,20.0,41.0,28.0,24.0,27.0,29.0,18.0
2023-02-19 14:19:00+01:00,28.0,21.0,39.0,25.0,23.0,19.0,31.0,18.0
2023-02-19 15:12:00+01:00,26.0,22.0,28.0,22.0,20.0,15.0,26.0,15.0
2023-02-19 16:14:00+01:00,27.0,25.0,25.0,23.0,18.0,13.0,25.0,15.0
2023-02-19 17:17:00+01:00,29.0,27.0,28.0,21.0,19.0,17.0,17.0,11.0
2023-02-19 18:12:00+01:00,30.0,27.0,32.0,16.0,17.0,17.0,17.0,13.0
2023-02-19 19:25:00+01:00,24.0,22.0,25.0,17.0,16.0,15.0,13.0,12.0
2023-02-19 20:12:00+01:00,20.0,19.0,16.0,12.0,12.0,0.0,6.0,6.0
2023-02-19 21:15:00+01:00,0.0,0.0,2.0,1.0,10.0,0.0,3.0,3.0
2023-02-19 22:13:00+01:00,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0
2023-02-19 23:13:00+01:00,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0
2023-02-20 00:14:00+01:00,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2023-02-20 02:10:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-20 03:54:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-20 04:20:00+01:00,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-20 05:17:00+01:00,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2023-02-20 06:14:00+01:00,4.0,3.0,0.0,0.0,5.0,0.0,3.0,0.0
2023-02-20 07:19:00+01:00,18.0,11.0,10.0,2.0,11.0,1.0,12.0,7.0
2023-02-20 08:15:00+01:00,19.0,14.0,18.0,6.0,10.0,6.0,14.0,9.0
2023-02-20 09:19:00+01:00,15.0,11.0,17.0,11.0,6.0,8.0,9.0,8.0
2023-02-20 10:15:00+01:00,1.0,10.0,19.0,16.0,7.0,12.0,7.0,6.0
2023-02-20 11:17:00+01:00,8.0,7.0,19.0,18.0,7.0,12.0,12.0,8.0
2023-02-20 12:13:00+01:00,15.0,11.0,21.0,17.0,10.0,12.0,11.0,14.0
2023-02-20 13:26:00+01:00,25.0,11.0,21.0,13.0,13.0,11.0,14.0,21.0
2023-02-20 14:23:00+01:00,21.0,13.0,24.0,12.0,14.0,12.0,15.0,12.0
2023-02-20 15:13:00+01:00,27.0,100.0,25.0,13.0,13.0,13.0,17.0,12.0
2023-02-20 16:15:00+01:00,24.0,16.0,31.0,14.0,20.0,17.0,17.0,14.0
2023-02-20 17:19:00+01:00,37.0,29.0,45.0,19.0,33.0,24.0,25.0,19.0
2023-02-20 18:13:00+01:00,48.0,43.0,55.0,28.0,41.0,32.0,33.0,34.0
2023-02-20 19:17:00+01:00,55.0,47.0,59.0,38.0,40.0,37.0,42.0,30.0
2023-02-20 20:12:00+01:00,57.0,36.0,48.0,33.0,30.0,28.0,37.0,30.0
2023-02-20 21:15:00+01:00,36.0,23.0,32.0,26.0,19.0,17.0,20.0,21.0
2023-02-20 22:13:00+01:00,0.0,9.0,17.0,15.0,13.0,0.0,0.0,3.0
2023-02-20 23:27:00+01:00,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0
2023-02-21 00:14:00+01:00,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0
2023-02-21 02:08:00+01:00,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2023-02-21 03:49:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-21 04:20:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-21 05:17:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-21 06:14:00+01:00,3.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0
2023-02-21 07:18:00+01:00,17.0,8.0,8.0,5.0,2.0,5.0,15.0,13.0
2023-02-21 08:14:00+01:00,20.0,9.0,14.0,7.0,6.0,7.0,19.0,10.0
2023-02-21 09:19:00+01:00,17.0,11.0,15.0,9.0,6.0,12.0,19.0,10.0
2023-02-21 10:15:00+01:00,15.0,10.0,21.0,10.0,6.0,15.0,16.0,15.0
2023-02-21 11:30:00+01:00,13.0,12.0,25.0,12.0,8.0,11.0,7.0,15.0
2023-02-21 12:13:00+01:00,16.0,12.0,25.0,11.0,10.0,8.0,10.0,20.0
2023-02-21 13:26:00+01:00,17.0,12.0,17.0,14.0,13.0,7.0,15.0,15.0
2023-02-21 14:23:00+01:00,17.0,13.0,16.0,15.0,11.0,11.0,16.0,11.0
2023-02-21 15:13:00+01:00,16.0,14.0,19.0,15.0,11.0,11.0,16.0,10.0
2023-02-21 16:15:00+01:00,19.0,19.0,26.0,16.0,15.0,13.0,18.0,9.0
2023-02-21 18:13:00+01:00,41.0,33.0,49.0,35.0,32.0,28.0,42.0,45.0
2023-02-21 19:17:00+01:00,51.0,47.0,51.0,42.0,35.0,32.0,54.0,66.0
2023-02-21 21:36:00+01:00,20.0,22.0,24.0,19.0,22.0,10.0,21.0,17.0
2023-02-21 22:14:00+01:00,0.0,9.0,12.0,11.0,14.0,0.0,0.0,0.0
2023-02-22 00:15:00+01:00,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
2023-02-22 02:22:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-22 03:50:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-22 04:18:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-22 05:48:00+01:00,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
2023-02-22 06:14:00+01:00,6.0,2.0,0.0,0.0,7.0,0.0,4.0,0.0
2023-02-22 07:19:00+01:00,16.0,8.0,9.0,5.0,9.0,4.0,11.0,9.0
2023-02-22 08:14:00+01:00,19.0,14.0,17.0,8.0,8.0,7.0,14.0,14.0
2023-02-22 09:18:00+01:00,14.0,10.0,15.0,13.0,5.0,13.0,10.0,6.0
2023-02-22 10:15:00+01:00,11.0,11.0,17.0,10.0,8.0,14.0,10.0,6.0
2023-02-22 11:16:00+01:00,11.0,10.0,24.0,12.0,9.0,11.0,12.0,8.0
2023-02-22 12:13:00+01:00,16.0,13.0,23.0,13.0,13.0,7.0,16.0,15.0
2023-02-22 13:28:00+01:00,20.0,13.0,15.0,14.0,15.0,9.0,17.0,22.0
2023-02-22 14:24:00+01:00,22.0,11.0,17.0,13.0,14.0,8.0,20.0,15.0
2023-02-22 15:13:00+01:00,21.0,11.0,20.0,15.0,15.0,9.0,19.0,12.0
2023-02-22 16:51:00+01:00,28.0,21.0,37.0,17.0,21.0,18.0,26.0,17.0
2023-02-22 17:25:00+01:00,34.0,23.0,45.0,21.0,28.0,29.0,30.0,25.0
2023-02-22 18:14:00+01:00,44.0,30.0,62.0,27.0,36.0,37.0,39.0,37.0
2023-02-22 19:18:00+01:00,46.0,39.0,55.0,38.0,40.0,30.0,44.0,34.0
2023-02-22 20:12:00+01:00,38.0,40.0,47.0,38.0,28.0,30.0,41.0,23.0
2023-02-22 21:15:00+01:00,25.0,30.0,32.0,29.0,16.0,20.0,18.0,19.0
2023-02-22 22:18:00+01:00,1.0,13.0,11.0,100.0,11.0,0.0,0.0,3.0
2023-02-23 00:13:00+01:00,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0
2023-02-23 02:26:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-23 03:44:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-23 04:16:00+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-23 05:17:00+01:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-02-23 06:16:00+01:00,3.0,2.0,0.0,0.0,8.0,0.0,4.0,0.0
2023-02-23 07:18:00+01:00,16.0,7.0,6.0,4.0,11.0,4.0,11.0,12.0
2023-02-23 08:14:00+01:00,17.0,9.0,13.0,7.0,8.0,8.0,12.0,9.0
2023-02-23 09:18:00+01:00,14.0,13.0,14.0,15.0,7.0,9.0,10.0,6.0
2023-02-23 10:14:00+01:00,14.0,13.0,19.0,13.0,8.0,10.0,8.0,9.0
2023-02-23 11:16:00+01:00,15.0,12.0,21.0,14.0,11.0,11.0,8.0,7.0
